timestamp_utc,frame_idx,ear,is_eye_closed,perclos,blink_count
2025-09-27T12:09:48.445158,1,0.3308,0,0.0000,0
2025-09-27T12:09:48.491602,2,0.3333,0,0.0000,0
2025-09-27T12:09:48.543619,3,0.3231,0,0.0000,0
2025-09-27T12:09:48.588793,4,0.3081,0,0.0000,0
2025-09-27T12:09:48.660635,5,0.2989,0,0.0000,0
2025-09-27T12:09:48.700927,6,0.2925,0,0.0000,0
2025-09-27T12:09:48.744621,7,0.2979,0,0.0000,0
2025-09-27T12:09:48.795550,8,0.3058,0,0.0000,0
2025-09-27T12:09:48.845565,9,0.2979,0,0.0000,0
2025-09-27T12:09:48.890350,10,0.2978,0,0.0000,0
2025-09-27T12:09:48.925903,11,0.2940,0,0.0000,0
2025-09-27T12:09:48.970069,12,0.2898,0,0.0000,0
2025-09-27T12:09:48.984958,13,0.2979,0,0.0000,0
2025-09-27T12:09:49.015223,14,0.3047,0,0.0000,0
2025-09-27T12:09:49.068351,15,0.2979,0,0.0000,0
2025-09-27T12:09:49.100985,16,0.2955,0,0.0000,0
2025-09-27T12:09:49.134846,17,0.2979,0,0.0000,0
2025-09-27T12:09:49.160437,18,0.3052,0,0.0000,0
2025-09-27T12:09:49.209947,19,0.2876,0,0.0000,0
2025-09-27T12:09:49.227563,20,0.2892,0,0.0000,0
2025-09-27T12:09:49.257577,21,0.2966,0,0.0000,0
2025-09-27T12:09:49.287363,22,0.2969,0,0.0000,0
2025-09-27T12:09:49.320740,23,0.2998,0,0.0000,0
2025-09-27T12:09:49.357087,24,0.3100,0,0.0000,0
2025-09-27T12:09:49.388808,25,0.3000,0,0.0000,0
2025-09-27T12:09:49.469303,26,0.3069,0,0.0000,0
2025-09-27T12:09:49.478067,27,0.3078,0,0.0000,0
2025-09-27T12:09:49.495236,28,0.3053,0,0.0000,0
2025-09-27T12:09:49.531027,29,0.3052,0,0.0000,0
2025-09-27T12:09:49.563481,30,0.3020,0,0.0000,0
2025-09-27T12:09:49.596741,31,0.2978,0,0.0000,0
2025-09-27T12:09:49.628102,32,0.3074,0,0.0000,0
2025-09-27T12:09:49.684634,33,0.3083,0,0.0000,0
2025-09-27T12:09:49.692050,34,0.3120,0,0.0000,0
2025-09-27T12:09:49.725512,35,0.3151,0,0.0000,0
2025-09-27T12:09:49.758450,36,0.3008,0,0.0000,0
2025-09-27T12:09:49.791399,37,0.2973,0,0.0000,0
2025-09-27T12:09:49.834880,38,0.3058,0,0.0000,0
2025-09-27T12:09:49.868226,39,0.3014,0,0.0000,0
2025-09-27T12:09:49.925706,40,0.2979,0,0.0000,0
2025-09-27T12:09:49.933684,41,0.3031,0,0.0000,0
2025-09-27T12:09:49.962708,42,0.3089,0,0.0000,0
2025-09-27T12:09:49.994537,43,0.3101,0,0.0000,0
2025-09-27T12:09:50.023357,44,0.3212,0,0.0000,0
2025-09-27T12:09:50.055951,45,0.3310,0,0.0000,0
2025-09-27T12:09:50.086668,46,0.3232,0,0.0000,0
2025-09-27T12:09:50.140755,47,0.2991,0,0.0000,0
2025-09-27T12:09:50.151740,48,0.3030,0,0.0000,0
2025-09-27T12:09:50.199259,49,0.3199,0,0.0000,0
2025-09-27T12:09:50.232141,50,0.3136,0,0.0000,0
2025-09-27T12:09:50.265339,51,0.3192,0,0.0000,0
2025-09-27T12:09:50.295034,52,0.3105,0,0.0000,0
2025-09-27T12:09:50.327700,53,0.2971,0,0.0000,0
2025-09-27T12:09:50.390432,54,0.2929,0,0.0000,0
2025-09-27T12:09:50.397963,55,0.3024,0,0.0000,0
2025-09-27T12:09:50.426799,56,0.3064,0,0.0000,0
2025-09-27T12:09:50.461605,57,0.3067,0,0.0000,0
2025-09-27T12:09:50.492508,58,0.3029,0,0.0000,0
2025-09-27T12:09:50.527784,59,0.3287,0,0.0000,0
2025-09-27T12:09:50.577099,60,0.3201,0,0.0000,0
2025-09-27T12:09:50.645364,61,0.2972,0,0.0000,0
2025-09-27T12:09:50.669505,62,0.2947,0,0.0000,0
2025-09-27T12:09:50.719722,63,0.3057,0,0.0000,0
2025-09-27T12:09:50.767914,64,0.3052,0,0.0000,0
2025-09-27T12:09:50.811743,65,0.2997,0,0.0000,0
2025-09-27T12:09:50.858428,66,0.2997,0,0.0000,0
2025-09-27T12:09:50.901910,67,0.2991,0,0.0000,0
2025-09-27T12:09:50.980786,68,0.2919,0,0.0000,0
2025-09-27T12:09:51.015807,69,0.2939,0,0.0000,0
2025-09-27T12:09:51.070122,70,0.2905,0,0.0000,0
2025-09-27T12:09:51.118517,71,0.2939,0,0.0000,0
2025-09-27T12:09:51.162252,72,0.2818,0,0.0000,0
2025-09-27T12:09:51.209819,73,0.2819,0,0.0000,0
2025-09-27T12:09:51.262018,74,0.2858,0,0.0000,0
2025-09-27T12:09:51.336927,75,0.2342,1,0.0133,0
2025-09-27T12:09:51.356444,76,0.0871,1,0.0263,0
2025-09-27T12:09:51.400516,77,0.0863,1,0.0390,0
2025-09-27T12:09:51.471242,78,0.0915,1,0.0513,0
2025-09-27T12:09:51.512751,79,0.1298,1,0.0633,0
2025-09-27T12:09:51.559165,80,0.1960,1,0.0750,0
